chr1	487101	489906	ID=ENSG00000233653.3;gene_id=ENSG00000233653.3;gene_type=processed_pseudogene;gene_name=CICP7;level=1;hgnc_id=HGNC:37756;tag=pseudo_consens;havana_gene=OTTHUMG00000057429.3	gene	+	HAVANA	CICP7	ENSG00000233653.3	processed_pseudogene	1
chr1	491225	493241	ID=ENSG00000250575.1;gene_id=ENSG00000250575.1;gene_type=unprocessed_pseudogene;gene_name=ENSG00000250575;level=2;tag=overlapping_locus;havana_gene=OTTHUMG00000002861.2	gene	-	HAVANA	ENSG00000250575	ENSG00000250575.1	unprocessed_pseudogene	2
chr1	516376	516479	ID=ENSG00000278757.1;gene_id=ENSG00000278757.1;gene_type=snRNA;gene_name=U6;level=3	gene	-	ENSEMBL	U6	ENSG00000278757.1	snRNA	3
chr1	586071	827796	ID=ENSG00000230021.10;gene_id=ENSG00000230021.10;gene_type=transcribed_processed_pseudogene;gene_name=ENSG00000230021;level=2;havana_gene=OTTHUMG00000191652.4	gene	-	HAVANA	ENSG00000230021	ENSG00000230021.10	transcribed_processed_pseudogene	2
chr1	587629	594768	ID=ENSG00000235146.2;gene_id=ENSG00000235146.2;gene_type=lncRNA;gene_name=ENSG00000235146;level=2;havana_gene=OTTHUMG00000002329.1	gene	+	HAVANA	ENSG00000235146	ENSG00000235146.2	lncRNA	2
chr1	629062	629433	ID=ENSG00000225972.1;gene_id=ENSG00000225972.1;gene_type=unprocessed_pseudogene;gene_name=MTND1P23;level=2;hgnc_id=HGNC:42092;havana_gene=OTTHUMG00000002338.1	gene	+	HAVANA	MTND1P23	ENSG00000225972.1	unprocessed_pseudogene	2
chr1	629640	630683	ID=ENSG00000225630.1;gene_id=ENSG00000225630.1;gene_type=unprocessed_pseudogene;gene_name=MTND2P28;level=2;hgnc_id=HGNC:42129;havana_gene=OTTHUMG00000002336.1	gene	+	HAVANA	MTND2P28	ENSG00000225630.1	unprocessed_pseudogene	2
chr1	631074	632616	ID=ENSG00000237973.1;gene_id=ENSG00000237973.1;gene_type=unprocessed_pseudogene;gene_name=MTCO1P12;level=2;hgnc_id=HGNC:52014;havana_gene=OTTHUMG00000002333.2	gene	+	HAVANA	MTCO1P12	ENSG00000237973.1	unprocessed_pseudogene	2
chr1	632325	632413	ID=ENSG00000278791.1;gene_id=ENSG00000278791.1;gene_type=miRNA;gene_name=ENSG00000278791;level=3	gene	-	ENSEMBL	ENSG00000278791	ENSG00000278791.1	miRNA	3
chr1	632757	633438	ID=ENSG00000229344.1;gene_id=ENSG00000229344.1;gene_type=unprocessed_pseudogene;gene_name=MTCO2P12;level=2;hgnc_id=HGNC:52028;havana_gene=OTTHUMG00000002334.1	gene	+	HAVANA	MTCO2P12	ENSG00000229344.1	unprocessed_pseudogene	2
chr1	633535	633741	ID=ENSG00000240409.1;gene_id=ENSG00000240409.1;gene_type=unprocessed_pseudogene;gene_name=MTATP8P1;level=2;hgnc_id=HGNC:44571;tag=overlapping_locus;havana_gene=OTTHUMG00000002473.1	gene	+	HAVANA	MTATP8P1	ENSG00000240409.1	unprocessed_pseudogene	2
chr1	633696	634376	ID=ENSG00000248527.1;gene_id=ENSG00000248527.1;gene_type=unprocessed_pseudogene;gene_name=MTATP6P1;level=2;hgnc_id=HGNC:44575;tag=overlapping_locus;havana_gene=OTTHUMG00000002335.2	gene	+	HAVANA	MTATP6P1	ENSG00000248527.1	unprocessed_pseudogene	2
chr1	634376	634922	ID=ENSG00000198744.5;gene_id=ENSG00000198744.5;gene_type=unprocessed_pseudogene;gene_name=MTCO3P12;level=2;hgnc_id=HGNC:52042;havana_gene=OTTHUMG00000002337.2	gene	+	HAVANA	MTCO3P12	ENSG00000198744.5	unprocessed_pseudogene	2
chr1	674842	675265	ID=ENSG00000268663.1;gene_id=ENSG00000268663.1;gene_type=processed_pseudogene;gene_name=WBP1LP6;level=1;hgnc_id=HGNC:43956;tag=pseudo_consens;havana_gene=OTTHUMG00000002340.3	gene	+	HAVANA	WBP1LP6	ENSG00000268663.1	processed_pseudogene	1
chr1	685716	686654	ID=ENSG00000284662.2;gene_id=ENSG00000284662.2;gene_type=protein_coding;gene_name=OR4F16;level=2;hgnc_id=HGNC:15079;havana_gene=OTTHUMG00000002581.3	gene	-	HAVANA	OR4F16	ENSG00000284662.2	protein_coding	2
chr1	722092	724903	ID=ENSG00000229376.3;gene_id=ENSG00000229376.3;gene_type=processed_pseudogene;gene_name=CICP3;level=1;hgnc_id=HGNC:37742;tag=pseudo_consens;havana_gene=OTTHUMG00000057431.3	gene	+	HAVANA	CICP3	ENSG00000229376.3	processed_pseudogene	1
chr1	725885	778688	ID=ENSG00000291215.1;gene_id=ENSG00000291215.1;gene_type=lncRNA;gene_name=ENSG00000291215;level=2;tag=ncRNA_host,overlaps_pseudogene	gene	-	HAVANA	ENSG00000291215	ENSG00000291215.1	lncRNA	2
chr1	758233	758336	ID=ENSG00000223181.1;gene_id=ENSG00000223181.1;gene_type=snRNA;gene_name=RNU6-1199P;level=3;hgnc_id=HGNC:48162	gene	-	ENSEMBL	RNU6-1199P	ENSG00000223181.1	snRNA	3
chr1	760911	761989	ID=ENSG00000229905.1;gene_id=ENSG00000229905.1;gene_type=lncRNA;gene_name=ENSG00000229905;level=2;havana_gene=OTTHUMG00000002408.1	gene	+	HAVANA	ENSG00000229905	ENSG00000229905.1	lncRNA	2
chr1	764723	774280	ID=ENSG00000228327.6;gene_id=ENSG00000228327.6;gene_type=transcribed_unprocessed_pseudogene;gene_name=ENSG00000228327;level=2;havana_gene=OTTHUMG00000002406.2	gene	-	HAVANA	ENSG00000228327	ENSG00000228327.6	transcribed_unprocessed_pseudogene	2
chr1	778747	810065	ID=ENSG00000237491.10;gene_id=ENSG00000237491.10;gene_type=lncRNA;gene_name=LINC01409;level=2;hgnc_id=HGNC:50701;havana_gene=OTTHUMG00000002404.21	gene	+	HAVANA	LINC01409	ENSG00000237491.10	lncRNA	2
chr1	781937	782050	ID=ENSG00000285268.1;gene_id=ENSG00000285268.1;gene_type=transcribed_processed_pseudogene;gene_name=ENSG00000285268;level=2;tag=overlapping_locus;havana_gene=OTTHUMG00000192553.1	gene	+	HAVANA	ENSG00000285268	ENSG00000285268.1	transcribed_processed_pseudogene	2
chr1	800879	817712	ID=ENSG00000290784.1;gene_id=ENSG00000290784.1;gene_type=lncRNA;gene_name=ENSG00000290784;level=2;tag=overlaps_pseudogene	gene	-	HAVANA	ENSG00000290784	ENSG00000290784.1	lncRNA	2
chr1	805799	810161	ID=ENSG00000230092.8;gene_id=ENSG00000230092.8;gene_type=transcribed_unprocessed_pseudogene;gene_name=ENSG00000230092;level=2;tag=overlapping_locus;havana_gene=OTTHUMG00000002403.3	gene	-	HAVANA	ENSG00000230092	ENSG00000230092.8	transcribed_unprocessed_pseudogene	2
chr1	817371	819837	ID=ENSG00000177757.2;gene_id=ENSG00000177757.2;gene_type=lncRNA;gene_name=FAM87B;level=2;hgnc_id=HGNC:32236;havana_gene=OTTHUMG00000002471.2	gene	+	HAVANA	FAM87B	ENSG00000177757.2	lncRNA	2
chr1	824228	827539	ID=ENSG00000225880.6;gene_id=ENSG00000225880.6;gene_type=lncRNA;gene_name=LINC00115;level=2;hgnc_id=HGNC:26211;havana_gene=OTTHUMG00000141258.2	gene	-	HAVANA	LINC00115	ENSG00000225880.6	lncRNA	2
chr1	825138	859446	ID=ENSG00000228794.12;gene_id=ENSG00000228794.12;gene_type=lncRNA;gene_name=LINC01128;level=2;hgnc_id=HGNC:49377;havana_gene=OTTHUMG00000196004.1	gene	+	HAVANA	LINC01128	ENSG00000228794.12	lncRNA	2
chr1	860226	868202	ID=ENSG00000288531.1;gene_id=ENSG00000288531.1;gene_type=lncRNA;gene_name=ENSG00000288531;level=2;havana_gene=OTTHUMG00000002468.25	gene	+	HAVANA	ENSG00000288531	ENSG00000288531.1	lncRNA	2
chr1	868071	876903	ID=ENSG00000230368.2;gene_id=ENSG00000230368.2;gene_type=lncRNA;gene_name=FAM41C;level=2;hgnc_id=HGNC:27635;havana_gene=OTTHUMG00000002469.1	gene	-	HAVANA	FAM41C	ENSG00000230368.2	lncRNA	2
chr1	873292	874349	ID=ENSG00000234711.1;gene_id=ENSG00000234711.1;gene_type=unprocessed_pseudogene;gene_name=TUBB8P11;level=1;hgnc_id=HGNC:32337;tag=pseudo_consens;havana_gene=OTTHUMG00000002470.2	gene	+	HAVANA	TUBB8P11	ENSG00000234711.1	unprocessed_pseudogene	1
chr1	874529	877234	ID=ENSG00000283040.1;gene_id=ENSG00000283040.1;gene_type=transcribed_unprocessed_pseudogene;gene_name=ENSG00000283040;level=2;havana_gene=OTTHUMG00000191520.1	gene	-	HAVANA	ENSG00000283040	ENSG00000283040.1	transcribed_unprocessed_pseudogene	2
chr1	904834	915976	ID=ENSG00000272438.1;gene_id=ENSG00000272438.1;gene_type=lncRNA;gene_name=ENSG00000272438;level=2;tag=overlapping_locus;havana_gene=OTTHUMG00000185550.1	gene	+	HAVANA	ENSG00000272438	ENSG00000272438.1	lncRNA	2
chr1	911435	914948	ID=ENSG00000230699.2;gene_id=ENSG00000230699.2;gene_type=lncRNA;gene_name=ENSG00000230699;level=2;tag=overlapping_locus;havana_gene=OTTHUMG00000040716.1	gene	+	HAVANA	ENSG00000230699	ENSG00000230699.2	lncRNA	2
chr1	914171	914971	ID=ENSG00000241180.1;gene_id=ENSG00000241180.1;gene_type=lncRNA;gene_name=ENSG00000241180;level=2;tag=overlapping_locus;havana_gene=OTTHUMG00000040717.2	gene	+	HAVANA	ENSG00000241180	ENSG00000241180.1	lncRNA	2
chr1	916865	921016	ID=ENSG00000223764.2;gene_id=ENSG00000223764.2;gene_type=lncRNA;gene_name=LINC02593;level=2;hgnc_id=HGNC:53933;havana_gene=OTTHUMG00000040718.2	gene	-	HAVANA	LINC02593	ENSG00000223764.2	lncRNA	2
chr1	923923	944575	ID=ENSG00000187634.13;gene_id=ENSG00000187634.13;gene_type=protein_coding;gene_name=SAMD11;level=2;hgnc_id=HGNC:28706;havana_gene=OTTHUMG00000040719.11	gene	+	HAVANA	SAMD11	ENSG00000187634.13	protein_coding	2
chr1	944203	959309	ID=ENSG00000188976.11;gene_id=ENSG00000188976.11;gene_type=protein_coding;gene_name=NOC2L;level=2;hgnc_id=HGNC:24517;havana_gene=OTTHUMG00000040720.2	gene	-	HAVANA	NOC2L	ENSG00000188976.11	protein_coding	2
chr1	960584	965719	ID=ENSG00000187961.15;gene_id=ENSG00000187961.15;gene_type=protein_coding;gene_name=KLHL17;level=2;hgnc_id=HGNC:24023;havana_gene=OTTHUMG00000040721.8	gene	+	HAVANA	KLHL17	ENSG00000187961.15	protein_coding	2
chr1	966482	975865	ID=ENSG00000187583.11;gene_id=ENSG00000187583.11;gene_type=protein_coding;gene_name=PLEKHN1;level=2;hgnc_id=HGNC:25284;havana_gene=OTTHUMG00000040756.5	gene	+	HAVANA	PLEKHN1	ENSG00000187583.11	protein_coding	2
chr1	975198	982117	ID=ENSG00000187642.10;gene_id=ENSG00000187642.10;gene_type=protein_coding;gene_name=PERM1;level=2;hgnc_id=HGNC:28208;havana_gene=OTTHUMG00000040757.3	gene	-	HAVANA	PERM1	ENSG00000187642.10	protein_coding	2
chr1	995966	998051	ID=ENSG00000272512.1;gene_id=ENSG00000272512.1;gene_type=lncRNA;gene_name=ENSG00000272512;level=2;havana_gene=OTTHUMG00000185581.1	gene	-	HAVANA	ENSG00000272512	ENSG00000272512.1	lncRNA	2
chr1	998962	1000172	ID=ENSG00000188290.11;gene_id=ENSG00000188290.11;gene_type=protein_coding;gene_name=HES4;level=2;hgnc_id=HGNC:24149;havana_gene=OTTHUMG00000040758.2	gene	-	HAVANA	HES4	ENSG00000188290.11	protein_coding	2
chr1	1001138	1014540	ID=ENSG00000187608.10;gene_id=ENSG00000187608.10;gene_type=protein_coding;gene_name=ISG15;level=2;hgnc_id=HGNC:4053;havana_gene=OTTHUMG00000040777.4	gene	+	HAVANA	ISG15	ENSG00000187608.10	protein_coding	2
chr1	1008076	1008229	ID=ENSG00000231702.2;gene_id=ENSG00000231702.2;gene_type=processed_pseudogene;gene_name=ENSG00000231702;level=2;havana_gene=OTTHUMG00000040759.3	gene	-	HAVANA	ENSG00000231702	ENSG00000231702.2	processed_pseudogene	2
chr1	1011997	1013193	ID=ENSG00000224969.1;gene_id=ENSG00000224969.1;gene_type=lncRNA;gene_name=ENSG00000224969;level=1;havana_gene=OTTHUMG00000040779.1	gene	-	HAVANA	ENSG00000224969	ENSG00000224969.1	lncRNA	1
chr1	1020120	1056118	ID=ENSG00000188157.15;gene_id=ENSG00000188157.15;gene_type=protein_coding;gene_name=AGRN;level=2;hgnc_id=HGNC:329;tag=overlapping_locus;havana_gene=OTTHUMG00000040778.7	gene	+	HAVANA	AGRN	ENSG00000188157.15	protein_coding	2
chr1	1055033	1056116	ID=ENSG00000242590.1;gene_id=ENSG00000242590.1;gene_type=lncRNA;gene_name=ENSG00000242590;level=2;tag=overlapping_locus;havana_gene=OTTHUMG00000040780.1	gene	+	HAVANA	ENSG00000242590	ENSG00000242590.1	lncRNA	2
chr1	1059687	1066459	ID=ENSG00000291156.1;gene_id=ENSG00000291156.1;gene_type=lncRNA;gene_name=ENSG00000291156;level=2;tag=overlaps_pseudogene	gene	+	HAVANA	ENSG00000291156	ENSG00000291156.1	lncRNA	2
chr1	1062208	1063288	ID=ENSG00000273443.1;gene_id=ENSG00000273443.1;gene_type=lncRNA;gene_name=ENSG00000273443;level=2;havana_gene=OTTHUMG00000186253.1	gene	-	HAVANA	ENSG00000273443	ENSG00000273443.1	lncRNA	2
chr1	1063079	1069355	ID=ENSG00000217801.13;gene_id=ENSG00000217801.13;gene_type=transcribed_unprocessed_pseudogene;gene_name=ENSG00000217801;level=2;havana_gene=OTTHUMG00000000629.5	gene	+	HAVANA	ENSG00000217801	ENSG00000217801.13	transcribed_unprocessed_pseudogene	2
chr1	1070967	1074306	ID=ENSG00000237330.3;gene_id=ENSG00000237330.3;gene_type=protein_coding;gene_name=RNF223;level=2;hgnc_id=HGNC:40020;havana_gene=OTTHUMG00000185582.2	gene	-	HAVANA	RNF223	ENSG00000237330.3	protein_coding	2
chr1	1081818	1116361	ID=ENSG00000131591.18;gene_id=ENSG00000131591.18;gene_type=protein_coding;gene_name=C1orf159;level=2;hgnc_id=HGNC:26062;havana_gene=OTTHUMG00000000745.9	gene	-	HAVANA	C1orf159	ENSG00000131591.18	protein_coding	2
chr1	1097585	1104598	ID=ENSG00000285812.1;gene_id=ENSG00000285812.1;gene_type=lncRNA;gene_name=ENSG00000285812;level=2;havana_gene=OTTHUMG00000193099.1	gene	+	HAVANA	ENSG00000285812	ENSG00000285812.1	lncRNA	2
chr1	1137017	1144056	ID=ENSG00000223823.1;gene_id=ENSG00000223823.1;gene_type=lncRNA;gene_name=LINC01342;level=2;hgnc_id=HGNC:50551;havana_gene=OTTHUMG00000000827.1	gene	+	HAVANA	LINC01342	ENSG00000223823.1	lncRNA	2
chr1	1167104	1167198	ID=ENSG00000207730.3;gene_id=ENSG00000207730.3;gene_type=miRNA;gene_name=MIR200B;level=3;hgnc_id=HGNC:31579	gene	+	ENSEMBL	MIR200B	ENSG00000207730.3	miRNA	3
chr1	1167863	1167952	ID=ENSG00000207607.3;gene_id=ENSG00000207607.3;gene_type=miRNA;gene_name=MIR200A;level=3;hgnc_id=HGNC:31578	gene	+	ENSEMBL	MIR200A	ENSG00000207607.3	miRNA	3
chr1	1169005	1169087	ID=ENSG00000198976.1;gene_id=ENSG00000198976.1;gene_type=miRNA;gene_name=MIR429;level=3;hgnc_id=HGNC:13784	gene	+	ENSEMBL	MIR429	ENSG00000198976.1	miRNA	3
chr1	1169357	1170343	ID=ENSG00000272141.1;gene_id=ENSG00000272141.1;gene_type=lncRNA;gene_name=ENSG00000272141;level=2;havana_gene=OTTHUMG00000185583.1	gene	+	HAVANA	ENSG00000272141	ENSG00000272141.1	lncRNA	2
chr1	1173056	1179555	ID=ENSG00000205231.1;gene_id=ENSG00000205231.1;gene_type=lncRNA;gene_name=TTLL10-AS1;level=2;hgnc_id=HGNC:41159;havana_gene=OTTHUMG00000000850.1	gene	-	HAVANA	TTLL10-AS1	ENSG00000205231.1	lncRNA	2
chr1	1173880	1197936	ID=ENSG00000162571.14;gene_id=ENSG00000162571.14;gene_type=protein_coding;gene_name=TTLL10;level=2;hgnc_id=HGNC:26693;havana_gene=OTTHUMG00000000851.6	gene	+	HAVANA	TTLL10	ENSG00000162571.14	protein_coding	2
chr1	1203508	1206592	ID=ENSG00000186891.14;gene_id=ENSG00000186891.14;gene_type=protein_coding;gene_name=TNFRSF18;level=2;hgnc_id=HGNC:11914;havana_gene=OTTHUMG00000001414.5	gene	-	HAVANA	TNFRSF18	ENSG00000186891.14	protein_coding	2
chr1	1211326	1214153	ID=ENSG00000186827.12;gene_id=ENSG00000186827.12;gene_type=protein_coding;gene_name=TNFRSF4;level=2;hgnc_id=HGNC:11918;havana_gene=OTTHUMG00000001415.5	gene	-	HAVANA	TNFRSF4	ENSG00000186827.12	protein_coding	2
chr1	1216931	1232031	ID=ENSG00000078808.20;gene_id=ENSG00000078808.20;gene_type=protein_coding;gene_name=SDF4;level=2;hgnc_id=HGNC:24188;havana_gene=OTTHUMG00000001812.7	gene	-	HAVANA	SDF4	ENSG00000078808.20	protein_coding	2
chr1	1232237	1235041	ID=ENSG00000176022.7;gene_id=ENSG00000176022.7;gene_type=protein_coding;gene_name=B3GALT6;level=2;hgnc_id=HGNC:17978;tag=retrogene;havana_gene=OTTHUMG00000001813.3	gene	+	HAVANA	B3GALT6	ENSG00000176022.7	protein_coding	2
chr1	1242446	1246722	ID=ENSG00000184163.3;gene_id=ENSG00000184163.3;gene_type=protein_coding;gene_name=C1QTNF12;level=2;hgnc_id=HGNC:32308;havana_gene=OTTHUMG00000001412.6	gene	-	HAVANA	C1QTNF12	ENSG00000184163.3	protein_coding	2
chr1	1249777	1251334	ID=ENSG00000260179.1;gene_id=ENSG00000260179.1;gene_type=lncRNA;gene_name=ENSG00000260179;level=2;havana_gene=OTTHUMG00000175732.1	gene	-	HAVANA	ENSG00000260179	ENSG00000260179.1	lncRNA	2
chr1	1253909	1273864	ID=ENSG00000160087.21;gene_id=ENSG00000160087.21;gene_type=protein_coding;gene_name=UBE2J2;level=2;hgnc_id=HGNC:19268;havana_gene=OTTHUMG00000001911.9	gene	-	HAVANA	UBE2J2	ENSG00000160087.21	protein_coding	2
chr1	1275223	1280420	ID=ENSG00000230415.1;gene_id=ENSG00000230415.1;gene_type=lncRNA;gene_name=LINC01786;level=2;hgnc_id=HGNC:52575;havana_gene=OTTHUMG00000002234.2	gene	+	HAVANA	LINC01786	ENSG00000230415.1	lncRNA	2
chr1	1280436	1292029	ID=ENSG00000162572.21;gene_id=ENSG00000162572.21;gene_type=protein_coding;gene_name=SCNN1D;level=2;hgnc_id=HGNC:10601;havana_gene=OTTHUMG00000002081.8	gene	+	HAVANA	SCNN1D	ENSG00000162572.21	protein_coding	2
